16.002682,		1.000104,		0,		5,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-4328,		-3767,		-4102,		34.83,		0,		0,		0,		0,		0.8623,		2.45,		106188,		0,		0,		0,		22791,		0,		0,		0,		8,		0,		0,		0,		2802,		83,		2.375
17.002832,		1.000063,		0,		10,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-4972,		-4492,		-4810,		18.77,		0,		0,		0,		0,		0.9045,		2.609,		106188,		0,		0,		0,		22791,		0,		0,		0,		8,		0,		0,		0,		2921,		90,		2.5
18.003025,		1.000104,		0,		25,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-4981,		-4630,		-4826,		11.38,		0,		0,		0,		0,		0.9642,		2.768,		106188,		0,		0,		0,		22791,		0,		0,		0,		8,		0,		0,		0,		3111,		96,		2.749
19.003222,		1.000105,		0,		20,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-4642,		-4367,		-4505,		6.469,		0,		0,		0,		0,		1.029,		2.918,		106188,		0,		0,		0,		22791,		0,		0,		0,		8,		0,		0,		0,		3278,		105,		2.624
20.003428,		1.000105,		0,		5,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-5322,		-4771,		-5092,		47.93,		0,		0,		0,		0,		1.098,		3.042,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		3378,		107,		2.499
21.003630,		1.000102,		0,		7,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-5872,		-5565,		-5710,		12.09,		0,		0,		0,		0,		1.153,		3.183,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		3490,		118,		2.499
22.003820,		1.000101,		0,		12,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-6307,		-5909,		-6200,		13.03,		0,		0,		0,		0,		1.204,		3.321,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		3622,		127,		2.375
23.004009,		1.000101,		0,		28,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-6218,		-5752,		-5994,		16.83,		0,		0,		0,		0,		1.291,		3.473,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		3837,		137,		2.999
24.004204,		1.000105,		0,		16,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-5945,		-5631,		-5751,		8.31,		0,		0,		0,		0,		1.363,		3.627,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		3995,		141,		2.749
25.004423,		1.000101,		0,		18,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-6158,		-5957,		-6050,		3.039,		0,		0,		0,		0,		1.427,		3.77,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		4148,		151,		2.624
26.004618,		1.000105,		0,		20,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-5996,		-5794,		-5882,		3.811,		0,		0,		0,		0,		1.497,		3.923,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		4316,		159,		2.749
27.004807,		1.000100,		0,		4,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-6567,		-5965,		-6310,		51.55,		0,		0,		0,		0,		1.53,		4.067,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		4406,		166,		2.25
28.005009,		1.000113,		0,		7,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-7302,		-6762,		-7006,		37.91,		0,		0,		0,		0,		1.573,		4.215,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		4509,		173,		2.375
29.005213,		1.000103,		0,		14,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-7680,		-7274,		-7570,		9.936,		0,		0,		0,		0,		1.631,		4.38,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		4665,		179,		2.874
30.005413,		1.000106,		0,		24,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-7563,		-7242,		-7382,		8.632,		0,		0,		0,		0,		1.685,		4.549,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		4856,		186,		2.624
31.005604,		1.000099,		0,		7,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-7903,		-7622,		-7755,		12.91,		0,		0,		0,		0,		1.731,		4.7,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		4955,		195,		2.5
32.005802,		1.000110,		0,		6,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-8478,		-8110,		-8344,		14.51,		0,		0,		0,		0,		1.776,		4.85,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		5055,		201,		2.5
33.006012,		1.000109,		0,		16,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-8832,		-8590,		-8739,		4.034,		0,		0,		0,		0,		1.833,		5.022,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		5207,		208,		2.874
34.006245,		1.000135,		0,		193,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		-8710,		49.44,		-4495,		7479,		0,		0,		0,		0,		1.939,		5.138,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		5410,		212,		2.624
35.006481,		1.000130,		0,		19,		0,		0.00,		0,		inf,		-inf,		0,		-nan,		48.7,		49.02,		48.87,		7.432e-06,		0,		0,		0,		0,		1.96,		5.138,		106188,		0,		0,		0,		22791,		0,		0,		0,		16,		0,		0,		0,		5451,		213,		0.3749
