16.001238,		1.000056,		499,		0,		0,		-nan,		15998,		0.02956,		0.05911,		0.03696,		1.37e-08,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.3111,		13636,		0,		0,		0,		1077,		0,		0,		0,		8,		0,		0,		0,		16624,		50,		0.1667
17.001343,		1.000077,		499,		0,		0,		-nan,		15998,		0.03014,		0.05708,		0.04096,		1.903e-08,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.3314,		13636,		0,		0,		0,		1078,		0,		0,		0,		8,		0,		0,		0,		17643,		51,		0.1666
18.001434,		1.000057,		499,		0,		0,		-nan,		15998,		0.02467,		0.06062,		0.0347,		2.01e-08,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.3496,		13636,		0,		0,		0,		1078,		0,		0,		0,		8,		0,		0,		0,		18645,		51,		0.08333
19.001520,		1.000057,		499,		0,		0,		-nan,		15998,		0.0197,		0.05507,		0.03212,		2.801e-08,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.3665,		13636,		0,		0,		0,		1078,		0,		0,		0,		8,		0,		0,		0,		19650,		51,		0.1667
20.001610,		1.000056,		499,		0,		0,		-nan,		15998,		0.02698,		0.04751,		0.03356,		1.051e-08,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.383,		13636,		0,		0,		0,		1078,		0,		0,		0,		16,		0,		0,		0,		20652,		51,		0.1667
21.001698,		1.000059,		499,		0,		0,		-nan,		15998,		0.02392,		0.1003,		0.03601,		4.065e-08,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.4011,		13636,		0,		0,		0,		1079,		0,		0,		0,		16,		0,		0,		0,		21666,		52,		0.1667
22.001785,		1.000060,		499,		0,		0,		-nan,		15998,		0.02504,		0.06852,		0.03504,		7.52e-08,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.4206,		13636,		0,		0,		0,		1080,		0,		0,		0,		16,		0,		0,		0,		22676,		53,		0.1667
23.001890,		1.000078,		499,		0,		0,		-nan,		15998,		0.02772,		0.04749,		0.0359,		4.335e-09,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.4395,		13636,		0,		0,		0,		1080,		0,		0,		0,		16,		0,		0,		0,		23677,		53,		0.08332
24.001991,		1.000062,		499,		0,		0,		-nan,		15998,		0.03099,		0.05069,		0.03504,		5.935e-09,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.4579,		13636,		0,		0,		0,		1080,		0,		0,		0,		16,		0,		0,		0,		24688,		54,		0.1667
25.002111,		1.000084,		499,		0,		0,		-nan,		15998,		0.02433,		0.04935,		0.03463,		2.487e-08,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.476,		13636,		0,		0,		0,		1081,		0,		0,		0,		16,		0,		0,		0,		25707,		56,		0.1666
26.002230,		1.000083,		499,		0,		0,		-nan,		15998,		0.0286,		0.04885,		0.03843,		1.342e-08,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.4958,		13636,		0,		0,		0,		1081,		0,		0,		0,		16,		0,		0,		0,		26709,		56,		0.1666
27.002350,		1.000084,		499,		0,		0,		-nan,		15998,		0.0292,		0.04948,		0.0363,		1.177e-08,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.5153,		13636,		0,		0,		0,		1081,		0,		0,		0,		16,		0,		0,		0,		27714,		56,		0.1666
28.002443,		1.000057,		499,		0,		0,		-nan,		15998,		0.02781,		0.04815,		0.03405,		7.237e-09,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.5332,		13636,		0,		0,		0,		1081,		0,		0,		0,		16,		0,		0,		0,		28715,		56,		0.1667
29.002531,		1.000059,		499,		0,		0,		-nan,		15998,		0.02822,		0.07568,		0.03887,		6.863e-08,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.554,		13636,		0,		0,		0,		1081,		0,		0,		0,		16,		0,		0,		0,		29728,		56,		0.1667
30.002598,		1.000040,		499,		0,		0,		-nan,		15998,		0.02734,		0.07635,		0.03654,		4.452e-08,		inf,		-inf,		0,		0,		0,		0,		0,		0,		0,		0.5729,		13636,		0,		0,		0,		1082,		0,		0,		0,		16,		0,		0,		0,		30738,		57,		0.1667
